concepticon_id,name,description,pwn_synset,wordnet_gloss,wordnet_definition
1424,yellow,"Having the colour of a yolk, a lemon or gold.",a00385756,yellow//yellowish//xanthous,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk
1892,touch,To be in physical contact with.,v01206218,touch,"make physical contact with, come in contact with; ""Touch the stone for good luck""; ""She never touched her husband"""
378,pinch,"To squeeze a small amount of a person's skin and flesh, making it hurt.",v01456771,pinch//squeeze//twinge//tweet//nip//twitch,"squeeze tightly between the fingers; ""He pinched her behind""; ""She squeezed the bottle"""
1079,feel,To be in some emotional state.,v01209678,feel//finger,"examine by touch; ""Feel this soft cloth!""; ""The customer fingered the sweater"""
1884,hard,Resistant to pressure.,a01150915,hard,resisting weight or pressure
1856,soft,"A state of consistency allowing alterations of form with ease, no big force required, to bring things into something of this state (such as e.g. soaked loam or clay soil).",a01152746,soft,yielding readily to pressure or weight
1923,rough,Having a texture that has much friction. Not smooth.,a02238462,rough//unsmooth,"having or caused by an irregular surface; ""trees with rough bark""; ""rough ground""; ""rough skin""; ""rough blankets""; ""his unsmooth face"""
1234,smooth,Not rough; having a surface texture that lacks friction.,a02236842,smooth,"having a surface free from roughness or bumps or ridges or irregularities; ""smooth skin""; ""a smooth tabletop""; ""smooth fabric""; ""a smooth road""; ""water as smooth as a mirror"""
1396,sharp,Having the ability to cut easily.,a00800826,sharp,"having or made by a thin edge or sharp point; suitable for cutting or piercing; ""a sharp knife""; ""a pencil with a sharp point"""
379,blunt,"Having a thick edge or point, as an instrument; not sharp.",a00800464,blunt,"used of a knife or other blade; not sharp; ""a blunt instrument"""
1210,heavy,"Of a physical object, having great weight.",a01184932,heavy,"of comparatively great physical weight or density; ""a heavy load""; ""lead is a heavy metal""; ""heavy mahogany furniture"""
1052,light (weight),"With a small mass, little weight or density; the opposite of heavy.",a01186408,light,"of comparatively little physical weight or density; ""a light load""; ""magnesium is a light metal--having a specific gravity of 1.74 at 20 degrees C"""
1726,wet,Covered with or impregnated with liquid.,a02547317,wet,"covered or soaked with a liquid such as water; ""a wet bathing suit""; ""wet sidewalks""; ""wet weather"""
1398,dry,(Almost) free from liquid or moisture.,a02551380,dry,"free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet; ""dry land""; ""dry clothes""; ""a dry climate""; ""dry splintery boards""; ""a dry river bed""; ""the paint is dry"""
1286,hot,Having a very high temperature.,a01247240,hot,"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead"""
1232,warm,"Having a temperature slightly higher than usual, still pleasant.",a02529264,warm,"having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat; ""a warm body""; ""a warm room""; ""a warm climate""; ""a warm coat"""
1287,cold,Having a low temperature.,a01251128,cold,"having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration; ""a cold climate""; ""a cold room""; ""dinner has gotten cold""; ""cold fingers""; ""if you are cold, turn up the heat""; ""a cold beer"""
704,clean,Not dirty.,a00417413,clean,"free from dirt or impurities; or having clean habits; ""children with clean shining faces""; ""clean white shirts""; ""clean dishes""; ""a spotlessly clean house""; ""cats are clean animals"""
1230,dirty,Covered with or containing unpleasant substances such as dirt or grime.,a00419289,dirty//soiled//unclean,"soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves"""
380,wrinkled,"Uneven, with many furrows and prominent points, often in reference to the skin or hide of animals.",a01360413,wrinkled//wrinkly,"marked by wrinkles; ""tired travelers in wrinkled clothes"""
811,soul,In philosophical or religious belief the immaterial part of a human being.,NA,NA,NA
1572,surprised,Feeling that something unexpected has happened.,a02357810,amazed//astonied//astonished//astounded//stunned,"filled with the emotional impact of overwhelming surprise or shock; ""an amazed audience gave the magician a standing ovation""; ""I stood enthralled, astonished by the vastness and majesty of the cathedral""; ""astounded viewers wept at the pictures from the Oklahoma City bombing""; ""stood in stunned silence""; ""stunned scientists found not one but at least three viruses"""
720,good luck,Something positive that happens to someone by chance.,n14473655,good fortune//luckiness//good luck,an auspicious state resulting from favorable outcomes
56,bad luck,An undesirable event such as an accident.,n14475405,misfortune//bad luck//tough luck//ill luck,an unfortunate state resulting from unfavorable outcomes
1495,happy,"Having a feeling of satisfaction, enjoyment or well-being, often arising from a positive situation or set of circumstances.",a01148283,happy,"enjoying or showing or marked by joy or pleasure; ""a happy smile""; ""spent many happy days on the beach""; ""a happy marriage"""
1355,laugh,"To express pleasure, mirth or derision by peculiar movement of the muscles of the face, particularly of the mouth, causing a lighting up of the face and eyes, and usually accompanied by the emission of explosive or chuckling sounds from the chest and throat.",v00031820,laugh//express joy//express mirth,produce laughter
1451,smile,"To make an upwards movement of the sides of the mouth, that indicates happiness or satisfaction.",v00028565,smile,"change one's facial expression by spreading the lips, often to signal pleasure"
1413,play,To act in a manner such that one has fun; to engage in playful activities expressly for the purpose of recreation.,v02418686,play,"be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"""
923,love,To have an intense feeling of affection and care towards another person.,v01775535,love,"be enamored or in love with; ""She loves her husband deeply"""
578,kiss,To touch with the lips to express love or affection.,v01431230,snog//kiss//buss//osculate,"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.; ""The newly married couple kissed""; ""She kissed her grandfather on the forehead when she entered the room"""
928,embrace,To squeeze someone in one's arms.,v01424456,embrace//hug//bosom//squeeze,"squeeze (someone) tightly in your arms, usually with fondness; ""Hug me, please""; ""They embraced""; ""He hugged her close to him"""
1783,pain,"An unpleasant, usually localised physical sensation that is often the result of an injury, disease or other ailment.",n05724694,pain//pain sensation//painful sensation,"a somatic sensation of acute discomfort; ""as the intensity increased the sensation changed from tickle to pain"""
1668,grief,"Mental suffering or pain caused by injury, loss, or despair.",n05833683,grief//sorrow,"something that causes great unhappiness; ""her death was a great grief to John"""
1000,anxiety,"An unpleasant complex combination of emotions that includes fear, apprehension and worry, and is often accompanied by physical sensations such as palpitations, nausea, chest pain and/or shortness of breath.",n07523905,anxiety,a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune
1875,regret,To wish that a past event had not happened.,v01796582,repent//regret//rue,feel remorse for; feel sorry for; be contrite about
1141,pity,"Deep awareness of the suffering of another, coupled with the wish to relieve it.",n07553964,commiseration//pity//ruth//pathos,"a feeling of sympathy and sorrow for the misfortunes of others; ""the blind are too often objects of pity"""
1839,cry,To shed tears due to the impact of an emotion.,v00066191,cry//weep,"shed tears because of sadness, rage, or pain; ""She cried bitterly when she heard the news of his death""; ""The girl in the wheelchair wept with frustration when she could not get up the stairs"""
1651,tear (of eye),A drop of liquid produced from the eyes by crying or irritation.,n05405324,tear//teardrop,"a drop of the clear salty saline solution secreted by the lacrimal glands; ""his story brought tears to her eyes"""
716,groan,"To utter a low, guttural sound of frustration.",v01045419,groan//moan,"indicate pain, discomfort, or displeasure; ""The students groaned when the professor got out the exam booklets""; ""The ancient door soughed when opened"""
1607,hate,To dislike intensely; to feel strong hostility towards.,v01774136,hate//detest,"dislike intensely; feel antipathy or aversion towards; ""I hate Mexican food""; ""She detests politicians"""
82,anger,Belligerence aroused by a real or supposed wrong (personified as one of the deadly sins).,n14036539,anger//angriness,the state of being angry
40,envy,"A feeling of discontent or covetousness with regard to another's advantages, success, possessions, etc.",n07550079,jealousy//green-eyed monster,a feeling of jealous envy (especially of a rival)
1776,shame,"The consciousness or awareness of dishonor, disgrace, or condemnation.",n07506569,shame,a painful emotion resulting from an awareness of inadequacy or guilt
174,proud,"Feeling greatly pleased, or satisfied by something or someone that is highly honorable or creditable to oneself.",a01889256,proud,"feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride; ""proud parents""; ""proud of his accomplishments""; ""a proud moment""; ""proud to serve his country""; ""a proud name""; ""proud princes"""
1779,dare,To have enough courage (to do something).,v02545045,dare,"to be courageous enough to try or do something; ""I don't dare call him"", ""she dares to dress differently from the others"""
3,brave,Having or characterized by courage.,a00262792,brave//courageous,"possessing or displaying courage; able to face and deal with danger or fear without flinching; ""Familiarity with danger makes a brave man braver but less daring""- Herman Melville; ""a frank courageous heart...triumphed over pain""- William Wordsworth; ""set a courageous example by leading them safely into and out of enemy-held territory"""
781,fear (fright),An emotion experienced in anticipation of some specific pain or danger.,n07519253,fear//fearfulness//fright,an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)
1810,danger,A situation that constitutes an immediate risk for injury on a person or property.,n14540765,danger,"the condition of being susceptible to harm or injury; ""you are in no danger""; ""there was widespread danger of disease"""
1784,want,To want to do something or to wish for something to happen.,v01825237,desire//want,"feel or have a desire for; want strongly; ""I want to go home now""; ""I want my own room"""
1750,choose,To make a choice from a number of alternatives.,v00674607,choose//take//select//pick out,"pick out, select, or choose from a number of alternatives; ""Take any one of these cards""; ""Choose a good husband for your daughter""; ""She selected a pair of shoes from among the dozen the salesgirl had shown her"""
100,faithful,Steadfast in affection.,a00958880,faithful,"steadfast in affection or allegiance; ""years of faithful service""; ""faithful employees""; ""we do not doubt that England has a faithful patriot in the Lord Chancellor"""
1657,true,Concurring with a given set of facts.,a02460502,true,"consistent with fact or reality; not false; ""the story is true""; ""it is undesirable to believe a proposition when there is no ground whatever for supposing it true""- B. Russell; ""the true meaning of the statement"""
601,lie (mislead),To knowingly say something that is untrue.,v00834259,lie,"tell an untruth; pretend with intent to deceive; ""Don't lie to your parents""; ""She lied when she told me she was only 29"""
13,deceit,The act or practice of deceiving.,n00752431,deception//deceit//dissembling//dissimulation,the act of deceiving
1528,forgive,To stop blaming someone for an offense.,v00903385,forgive,"stop blaming or grant forgiveness; ""I forgave him his infidelity""; ""She cannot forgive him for forgetting her birthday"""
1035,good,Having desired or positive qualities.,a01123148,good,"having desirable or positive qualities especially those suitable for a thing specified; ""good news from the hospital""; ""a good report card""; ""when she was good she was very very good""; ""a good knife is one good for cutting""; ""this stump will make a good picnic table""; ""a good check""; ""a good joke""; ""a good exterior paint""; ""a good secretary""; ""a good dress for the office"""
1292,bad,Not good; unfavorable; negative.,a01125429,bad,"having undesirable or negative qualities; ""a bad report card""; ""his sloppy appearance made a bad impression""; ""a bad little boy""; ""clothes in bad shape""; ""a bad cut""; ""bad luck""; ""the news was very bad""; ""the reviews were bad""; ""the pay is bad""; ""it was a bad light for reading""; ""the movie was a bad choice"""
1725,correct (right),To be in accordance with expectations.,r00203922,correctly//right//aright,"in an accurate manner; ""the flower had been correctly depicted by his son""; ""he guessed right"""
1390,wrong,Not correct.,a00023854,faulty//incorrect//wrong,"characterized by errors; not agreeing with a model or not following established rules; ""he submitted a faulty report""; ""an incorrect transcription""; the wrong side of the road"""
134,fault,Responsibility for a wrong act done deliberately or a good act omitted deliberately.,n04669692,fault,"responsibility for a bad situation or event; ""it was John's fault"""
1293,mistake,"A mistake, an oversight, a slight; usually apologetic, referring to one's own failures.",n00070965,mistake//error//fault,"a wrong action attributable to bad judgment or ignorance or inattention; ""he made a bad mistake""; ""she was quick to point out my errors""; ""I could understand his English in spite of his grammatical faults"""
381,blame,Accusation for something negative or undesirable.,n07237758,incrimination//inculpation//blame,"an accusation that you are responsible for some lapse or misdeed; ""his incrimination was based on my testimony""; ""the police laid the blame on the driver"""
1687,praise,The act of expressing approval or admiration; commendation; laudation.,n06693198,praise//congratulations//kudos//extolment,"an expression of approval and commendation; ""he always appreciated praise for his work"""
1427,beautiful,"Having nice or positive properties (specifically with regard to the senses, and most commonly, that of sight).",a00217728,beautiful,"delighting the senses or exciting intellectual or emotional admiration; ""a beautiful child""; ""beautiful country""; ""a beautiful painting""; ""a beautiful theory""; ""a beautiful party"""
1548,ugly,Not good looking.,a00220956,ugly,"displeasing to the senses; ""an ugly face""; ""ugly furniture"""
2018,greedy,"Excessively desirous of money, wealth or possessions.",a00029933,avaricious//covetous//grabby//grasping//greedy//prehensile,"immoderately desirous of acquiring e.g. wealth; ""they are avaricious and will do anything for money""; ""casting covetous eyes on his neighbor's fields""; ""a grasping old miser""; ""grasping commercialism""; ""greedy for money and power""; ""grew richer and greedier""; ""prehensile employers stingy with raises for their employees"""
1310,clever,Mentally agile.,a01334958,apt//clever,"mentally quick and resourceful; ""an apt pupil""; ""you are a clever man...you reason well and your wit is bold""-Bram Stoker"
1562,mind,The ability for rational thought.,n05611302,mind//head//brain//psyche//nous,"that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; ""his mind wandered""; ""I couldn't get his words out of my head"""
1415,think (reflect),"To actively and consciously use one's mental powers, usually to form ideas.",v00628491,think//cogitate//cerebrate,"use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments; ""I've been thinking all day and getting nowhere"""
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,think//opine//suppose//imagine//reckon//guess,"expect, believe, or suppose; ""I imagine she earned a lot of money with her new novel""; ""I thought to find her in a bad state""; ""he didn't think to find her in the kitchen""; ""I guess she is angry at me for standing her up"""
1890,believe,To be confident about something.,v00683280,believe,"accept as true; take to be true; ""I believed his report""; ""We didn't believe his stories from the War""; ""She believes in spirits"""
1536,understand,To be aware of the meaning of.,v00588888,understand,"know and comprehend the nature or meaning of; ""She did not understand her husband""; ""I understand what she means"""
1410,know (something),To be sure about something or be acquainted with something.,v00594621,know//cognize//cognise,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about; ""I know that the President lied to the people""; ""I want to know who is winning the game!""; ""I know it's time"""
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,estimate//gauge//approximate//guess//judge,"judge tentatively or form an estimate of (quantities or time); ""I estimate this chicken to weigh three pounds"""
117,imitate,To follow as a model or a pattern.,v01742886,imitate//copy//simulate,"reproduce someone's behavior or looks; ""The mime imitated the passers-by""; ""Children often copy their parents or older siblings"""
1521,seem,To have a given outward appearance.,v02133435,look//appear//seem,"give a certain impression or have a certain outward aspect; ""She seems to be sleeping""; ""This appears to be a very difficult problem""; ""This project looks fishy""; ""They appeared like people who had not eaten or slept for a long time"""
1609,idea,A plan or notion that is formed and exists in the mind as a result of mental activity.,n05833840,idea//thought,"the content of cognition; the main thing you are thinking about; ""it was not a good idea""; ""the thought never entered my mind"""
698,wise,Showing good judgement or the benefit of experience.,a02569130,wise,"having or prompted by wisdom or discernment; ""a wise leader""; ""a wise and perceptive comment"""
1518,stupid,Lacking in intelligence.,a00439588,stupid,lacking or marked by lack of intellectual acuity
1899,mad,Mentally ill.,a02075321,brainsick//crazy//demented//disturbed//mad//sick//unbalanced//unhinged,"affected with madness or insanity; ""a man who had gone mad"""
504,learn,"To acquire, or attempt to acquire knowledge or an ability to do something.",v00597915,learn//larn//acquire,"gain knowledge or skills; ""She learned dancing from her sister""; ""I learned Sanskrit""; ""Children acquire language at an amazing rate"""
1929,study,To follow a course of study; to be enrolled at an institute of learning.,v00607114,study//hit the books,"learn by reading books; ""He is studying geology in his room""; ""I have an exam next week; I must hit the books now"""
709,teach,To pass on knowledge and skills.,v00829107,teach//learn//instruct,"impart skills or knowledge to; ""I taught them French""; ""He instructed me in building a boat"""
753,pupil (student),A student under the supervision of a teacher or professor.,n10665698,student//pupil//educatee,a learner who is enrolled in an educational institution
1038,teacher,"A person who passes on knowledge, especially one employed in a school.",n10694258,teacher//instructor,a person whose occupation is teaching
673,school,An institution or building at which children and young people receive education.,n04146050,school//schoolhouse,"a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning"""
707,remember,To recall from memory.,v00607780,remember//retrieve//recall//call back//call up//recollect//think,"recall knowledge from memory; have a recollection; ""I can't remember saying any such thing""; ""I can't think what her last name was""; ""can you remember her phone number?""; ""Do you remember that he once loved you?""; ""call up memories"""
1523,forget,To lose memory of something.,v00609100,forget//block//blank out//draw a blank,"be unable to remember; ""I'm drawing a blank""; ""You are blocking the name of your first wife!"""
989,clear,Free of ambiguity or doubt.,a00428404,clear,"readily apparent to the mind; ""a clear and present danger""; ""a clear explanation""; ""a clear case of murder""; ""a clear indication that she was angry""; ""gave us a clear idea of human nature"""
1764,obscure,"Known vaguely or incompletely, if at all.",a00431004,obscure//vague,"not clearly understood or expressed; ""an obscure turn of phrase""; ""an impulse to go off and fight certain obscure battles of his own spirit""-Anatole Broyard; ""their descriptions of human behavior become vague, dull, and unclear""- P.A.Sorokin; ""vague...forms of speech...have so long passed for mysteries of science""- John Locke"
1121,secret,Being or kept hidden from public perception.,a02090069,secret,"not open or public; kept private or not revealed; ""a secret formula""; ""secret ingredients""; ""secret talks"""
509,certain,Without any doubt or possibility of deviation.,a00335421,certain,"established beyond doubt or question; definitely known; ""what is certain is that every effect must have a cause""; ""it is certain that they were on the bus""; ""his fate is certain""; ""the date for the invasion is certain"""
1626,explain,"To inform about the reason for something, how something works, or how to do something.",v00939277,explain//explicate,"make plain and comprehensible; ""He explained the laws of physics to his students"""
1162,intention,An anticipated outcome that is intended to obtain or that guides your planned actions.,n00163233,intention,"an act of intending; a volition that you intend to carry out; ""my intention changed once I saw her"""
860,cause,That which brings about any condition or produces any effect.,n07326557,cause,"events that provide the generative force that is the origin of something; ""they are trying to determine the cause of the crash"""
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,doubt//uncertainty//incertitude//dubiety//doubtfulness//dubiousness,the state of being unsure of something
1841,suspect,To assume something to be true without direct evidence.,v00921072,suspect//surmise,"imagine to be the case or true or probable; ""I suspect he is a fugitive""; ""I surmised that the butler did it"""
1902,betray,To harm someone or hurt their feelings by violating their trust or being disloyal to them.,v01799235,fail//betray,"disappoint, prove undependable to; abandon, forsake; ""His sense of smell failed him this time""; ""His strength finally failed him""; ""His children failed him in the crisis"""
643,need (noun),The fact or an instance of feeling the lack of something.,n14450691,necessity,the condition of being essential or indispensable
686,easy,Requiring little skill or effort; posing no difficulty.,a00750296,elementary//simple//uncomplicated//unproblematic,"easy and not involved or complicated; ""an elementary problem in statistics""; ""elementary, my dear Watson""; ""a simple game""; ""found an uncomplicated solution to the problem"""
584,difficult,"Not easy, which needs hard work, patience and effort of either the physical or mental kind.",a00744916,difficult//hard,"not easy; requiring great physical or mental effort to accomplish or comprehend or endure; ""a difficult task""; ""nesting places on the cliffs are difficult of access""; ""difficult times""; ""why is it so hard for you to keep a secret?"""
1812,try,To attempt to do something.,v02530167,try//seek//attempt//essay//assay,"make an effort or attempt; ""He tried to shake off his fears""; ""The infant had essayed a few wobbly steps""; ""The police attempted to stop the thief""; ""He sought to improve himself""; ""She always seeks to do good in the world"""
488,manner,Way of performing or effecting anything.,n04928903,manner//mode//style//way//fashion,"how something is done or how it happens; ""her dignified manner""; ""his rapid manner of talking""; ""their nomadic mode of existence""; ""in the characteristic New York style""; ""a lonely way of life""; ""in an abrasive fashion"""
1577,and,Used to connect two homogeneous words or phrases.,NA,NA,NA
1157,because,Conjunction initiating a causal phrase.,NA,NA,NA
1459,if,[The introduction of a condition or decision.],NA,NA,NA
1014,or,[Conjunction that indicates an alternative.],NA,NA,NA
1268,yes,A word used to show agreement or affirmation of something.,NA,NA,NA
1269,no,A word used to show disagreement of something.,r00024356,no,"used to express refusal or denial or disagreement etc or especially to emphasize a negative statement; ""no, you are wrong"""
1239,how,In what way?,NA,NA,NA
1236,what,Which thing.,NA,NA,NA
1238,when,At what time?,NA,NA,NA
1237,where,At what place?,NA,NA,NA
727,which,What one or ones (of those mentioned or implied).,NA,NA,NA
1235,who,What person or people; which person or people.,NA,NA,NA
1270,why,For what reason.,NA,NA,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,voice//vocalization//vocalisation//vocalism//phonation//vox,"the sound made by the vibration of vocal folds modified by the resonance of the vocal tract; ""a singer takes good care of his voice""; ""the giraffe cannot make any vocalizations"""
1261,sing,To produce harmonious sounds with one's voice.,v01729431,sing,"produce tones with the voice; ""She was singing while she was cooking""; ""My brother sings very well"""
715,shout,To say something in a loud voice.,v00912048,exclaim//cry//cry out//outcry//call out//shout,"utter aloud; often with surprise, horror, or joy; ""`I won!' he exclaimed""; ""`Help!' she cried""; ""`I'm here,' the mother shouted when she saw her child looking lost"""
55,whisper,"To speak in a quiet voice, without vibration of the vocal cords.",v00915830,whisper,speak softly; in a low voice
128,mumble,To speak unintelligibly and without articulating.,v01044533,mumble//mutter//maunder//mussitate,talk indistinctly; usually in a low voice
1025,whistle,To make a sound or a melody by forcing the breath out between closed lips.,v01043441,whistle,"utter or express by whistling; ""She whistled a melody"""
298,shriek,"To make a short, loud and high-pitched sound in reaction to something.",v00914420,shriek//shrill//pipe up//pipe,utter a shrill cry
526,howl,"To cry like a wolf, dog, or other canids.",v01047381,howl//wrawl//yammer//yowl,"cry loudly, as of animals; ""The coyotes were howling in the desert"""
1623,speak,To communicate by the use of words.,v00963570,speak//talk,"use language; ""the baby talks already""; ""the prisoner won't speak""; ""they speak a strange dialect"""
1866,stutter,"To have problems articulating the words, repeting sometimes some syllables.",v00981544,bumble//stutter//stammer//falter,"speak haltingly; ""The speaker faltered when he saw his opponent enter the room"""
1458,say,To utter specific words or notions.,v01016002,allege//aver//say,"report or maintain; ""He alleged that he was the victim of a crime""; ""He said it was too late to intervene in the war""; ""The registrar says that I owe the school money"""
1711,tell,To talk about a story giving its details; to give a detailed account of.,v00953216,tell//narrate//recount//recite,"narrate or give a detailed account of; ""Tell what happened""; ""The father told a story to his child"""
1115,speech,"An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)",n07238694,address//speech,"the act of delivering a formal spoken communication to an audience; ""he listened to an address on minor Roman poets"""
48,be silent,To stop speaking or making noise.,NA,NA,NA
1307,language,"A system of communication using the spoken or signed word or using symbols that represent words, signs or sounds.",n06282651,language//linguistic communication,"a systematic means of communicating by the use of sounds or conventional symbols; ""he taught foreign languages""; ""the language introduced is standard throughout the text""; ""the speed with which a program can be executed depends on the language in which it is written"""
1599,word,"A distinct unit of language (sounds in speech or written letters) with a particular meaning, composed of one or more morphemes, and also of one or more phonemes that determine its sound pattern.",n06286395,word,"a unit of language that native speakers can identify; ""words are the blocks from which sentences are made""; ""he hardly said ten words all morning"""
1405,name,"Any word or phrase which designates a particular person, place, class or thing.",n06333653,name,"a language unit by which a person or thing is known; ""his name really is George Washington""; ""those are two names for the same thing"""
1309,ask (inquire),To ask (a question) to somebody; to seek an answer to.,v00897746,ask,"address a question to and expect an answer from; ""Ask your teacher about trigonometry""; ""The children asked me about their dead grandmother"""
1275,answer,"To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.",v00815686,answer//reply//respond,"react verbally; ""She didn't want to answer""; ""answer the question""; ""We answered that we would accept the invitation"""
2022,admit,To admit to be true.,v00817311,admit//acknowledge,"declare to be true or admit the existence or reality or truth of; ""He admitted his errors""; ""She acknowledged that she might have forgotten"""
755,deny,To refuse strongly and solemnly to own or acknowledge.,v02212825,deny//refuse,"refuse to let have; ""She denies me every pleasure""; ""he denies her her weekly allowance"""
1828,ask (request),"To ask for a service or physical goods, often without returning the favor in kind.",v00752493,ask,"make a request or demand for something to somebody; ""She asked him for a loan"""
1675,promise,To commit to doing something or assure that something will happen.,v00884011,promise//assure,make a promise or commitment
49,refuse,To not do what is being asked.,v00797430,refuse//decline,"show unwillingness towards; ""he declined to join the group on a hike"""
83,forbid,To tell not to do something.,v00795863,forbid//prohibit//interdict//proscribe//veto//disallow//nix,"command against; ""I forbid you to call me late at night""; ""Mother vetoed the trip to the chocolate store""; ""Dad nixed our plans"""
299,scold,To rebuke.,v00824767,call on the carpet//take to task//rebuke//rag//trounce//reproof//lecture//reprimand//jaw//dress down//call down//scold//chide//berate//bawl out//remonstrate//chew out//chew up//have words//lambaste//lambast,"censure severely or angrily; ""The mother scolded the child for entering a stranger's car""; ""The deputy ragged the Prime Minister""; ""The customer dressed down the waiter for bringing cold soup"""
1084,call,To address or summon someone.,v00792471,call//send for,"order, request, or command to come; ""She was called into the director's office""; ""Call the police!"""
180,call by name,"To give a name or designation of a common noun that, e.g., reflects a quality.",v01028748,name//call,"assign a specified (usually proper) proper name to; ""They named their son David""; ""The new school was named after the famous Civil Rights leader"""
9,announce,To make known by stating or announcing.,v00974367,announce//denote,"make known; make an announcement; ""She denoted her feelings clearly"""
1192,threaten,To make a threat of injury or punishment against someone.,v00871405,threaten,"to utter intentions of injury or punishment against:""He threatened me when I tried to call the police"""
101,boast,To show off.,v00883226,boast//tout//swash//shoot a line//brag//gas//blow//bluster//vaunt//gasconade,show off
1672,write,"To form (letters, words or symbols) on a surface in order to communicate.",v00993014,write,"communicate or express by writing; ""Please write to me every week"""
724,read,To look at and interpret letters or other information that is written.,v00625119,read,"interpret something that is written or printed; ""read the advertisement""; ""Have you read Salman Rushdie?"""
648,paper,"Felted or matted sheets of cellulose fibers, formed on a fine-wire screen from a dilute water suspension, and bonded together as the water is removed and the sheet is dried.",n14974264,paper,a material made of cellulose pulp derived mainly from wood or rags or certain grasses
794,pen,"A utensil, usually tubular in form, containing ink used to write or make marks.",n03906997,pen,a writing implement with a point from which ink flows
963,book,"A collection of leaves of paper, parchment or other material, usually bound or fastened together within covers, containing writing of any type or blank pages for future inscription.",n06410904,book,"a written work or composition that has been published (printed on pages bound together); ""I am reading a good book on economics"""
1045,poet,A person who writes poems.,n10444194,poet,a writer of poems (the term is usually reserved for writers of good poetry)
777,flute,A musical instrument of the woodwind family.,n03372029,flute//transverse flute,a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown
908,drum,A percussion instrument consisting of at least one membrane that is stretched over a shell and struck directly with the player's hands or with a drumstick.,n03249569,drum//membranophone//tympan,a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end
2136,brass instrument (horn or trumpet),"Any musical instrument that is a member of the brass family of musical instruments, usually a horn or a trumpet.",n03110669,cornet//horn//trumpet//trump,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
300,rattle,A wooden instrument that makes a loud knocking noise [used by people watching football games].,n04056289,rattle,a baby's toy that makes percussive noises when shaken
1300,country,"A political entity asserting authority over a geographical area, or the area itself. Can be same as or part of a state.",n08544813,country//state//land,"the territory occupied by a nation; ""he returned to the land of his birth""; ""he visited several European countries"""
1391,town,"An area with residential districts, shops and amenities, and its own local government.",n08665504,town,"an urban area with a fixed boundary that is smaller than a city; ""they drive through town on their way to work"""
930,village,"A group of houses and other buildings, such as a church, a school and some shops, which is smaller than a town, usually in the countryside.",n08672738,village//hamlet,a settlement smaller than a town
1010,boundary,The dividing line or location between two areas.,n13903079,boundary//edge//bound,a line determining the limits of an area
789,people,"A group of persons forming or belonging to a particular nation, class, ethnic group, country, family, etc.",n08160276,citizenry//people,"the body of citizens of a state or country; ""the Spanish people"""
302,clan,Extended family.,n07969695,kin//kin group//kinship group//kindred//clan//tribe,group of people related by blood or marriage
301,chieftain,The leader/ruler of a tribe/clan.,n10164025,headman//tribal chief//chieftain//chief,the head of a tribe or clan
1296,walking stick,"An object, specifically for providing support when walking.",n04546194,walking stick,a stick carried in the hand for support in walking
1846,rule,"To exercise power or authority over a person, a group of persons, animals, territories or an organization.",v02586619,govern//rule,"exercise authority over; as of nations; ""Who is governing the country now?"""
1508,king,A male member of a Royal Family and supreme ruler of his nation.,n10231515,king//male monarch//Rex,a male sovereign; ruler of a kingdom
1306,queen,A female monarch.,n10499355,queen//queen regnant//female monarch,a female sovereign ruler
482,noble,Someone of aristocratic blood.,n10271677,Lord//noble//nobleman,a titled peer of the realm
