concepticon_id,concepticon_gloss,semantic_field,ontological_category,semantic_category,lex_wold,lex_ids,wl_mean,wl_cvar,en,do_mean,do_cvar,ins,cd,aoa_self,conc,sens
1364,healthy,The body,Property,Adjective,1,0.946429,203.959274,0.397387,234.766943,148.05972,0.66092,9.39e-4,4084.841293,7.56,3.31,6.904950122
1366,boy,Kinship,Person/Thing,Noun,0.976504,0.987723,130.882611,0.703935,342.998482,1688.5471,0.98225,6.15e-4,6474.043311,3.67,4.76,4.987752948
1368,bread,Food and drink,Person/Thing,Noun,0.972422,0.849291,64.59726,0.450699,70.856932,312.24116,1.58622,7.55e-4,1193.414417,3.58,4.92,6.827404578
1369,gold,Basic actions and technology,Person/Thing,Noun,0.953018,0.844131,64.94407,0.512768,76.948573,306.2646,2.6123,6.4e-4,1400.771284,7.1,4.81,5.074246622
1370,month,Time,Person/Thing,Noun,1,0.985062,397.083338,0.492834,450.984041,495.50101,1.67176,2.04e-4,8600.711955,5.79,4.2,2.906013718
1371,knee,The body,Person/Thing,Noun,1,0.999149,16.94902,0.576623,22.500006,170.03486,0.80042,2.06e-4,783.743696,4.42,5,5.926559892
1372,medicine,The body,Person/Thing,Noun,1,0.984689,91.366936,0.430982,108.926074,250.74101,1.3006,0.001712,1989.024028,4.89,4.79,6.444158925
1374,ring,Clothing and grooming,Person/Thing,Noun,1,0.877118,36.639243,0.578942,77.816741,214.86923,1.54876,5e-4,1317.41323,4.53,4.81,5.451932283
1375,window,The house,Person/Thing,Noun,0.975107,0.862116,108.239533,0.528891,116.725111,178.04382,0.86486,4.77e-4,2199.050727,4.74,4.86,5.545691485
1376,now,Time,Other,Function word,1,0.987615,2055.113819,0.436284,2085.945884,4919.21869,0.65046,5.55e-4,40650.845446,5.25193,1.48,3.541136364
1378,spoon,Food and drink,Person/Thing,Noun,1,0.961931,33.119254,1.115027,21.501613,169.87982,1.51271,2.29e-4,404.331059,2.5,4.96,6.035669499
1380,tooth,The body,Person/Thing,Noun,1,1,20.513847,1.278153,12.617367,97.76023,0.52852,1.69e-4,224.859092,3.61,4.89,5.303674494
1381,shoe,Clothing and grooming,Person/Thing,Noun,1,0.92937,60.484817,0.42303,108.260479,248.16209,1.25031,8.32e-4,1925.244735,2.6,4.97,5.939249496
1382,needle,Clothing and grooming,Person/Thing,Noun,1,0.988985,11.786581,0.599583,17.348879,113.548,0.66973,4.37e-4,574.013646,5.32,4.93,5.355887297
1384,second,Quantity,Other,Function word,0.835146,0.777361,373.344378,0.585135,309.067605,442.25062,0.99203,1.49e-4,7539.89914,4.68,3.3,2.60369722
1385,pepper,Food and drink,Person/Thing,Noun,0.837298,0.695061,33.266395,0.740664,55.909982,108.1542,0.75179,1.31e-4,1052.210027,5.47,4.89,6.495100529
1386,lion,Animals,Person/Thing,Noun,0.870584,0.775695,24.318198,0.560668,28.77975,230.74464,2.19748,3.02e-4,549.68852,4.42,4.96,5.83708195
1387,arrive,Motion,Action/Process,Verb,1,0.985986,192.372912,1.102808,109.200993,287.83895,1.04898,5.6e-5,535.449422,6.26,3.22,4.642082517
1388,shade,The physical world,Person/Thing,Noun,1,0.997928,50.018538,0.487946,81.173655,216.38251,1.59621,2.18e-4,1494.808662,5,4.54,5.008856865
1389,toe,The body,Person/Thing,Noun,1,0.989343,11.626711,0.821289,28.620586,92.84065,0.43898,2.06e-4,552.951646,3,4.93,5.893850863
1390,wrong,Emotions and values,Property,Adjective,0.965274,0.884782,158.905686,0.560425,255.559553,242.60382,0.91488,8.18e-4,4933.550875,4.22,2.1,4.487885018
1391,town,Social and political relations,Person/Thing,Noun,0.881319,0.889242,392.983716,0.528537,521.884381,404.01535,1.15234,7.35e-4,9663.008009,5.11,4.79,6.299401221
1394,bone,The body,Person/Thing,Noun,1,1,27.414597,0.688772,42.771715,293.17217,1.205,4.67e-4,806.288935,5.53,4.9,5.520898158
1396,sharp,Sense perception,Property,Adjective,1,0.99891,17.105881,1.132542,25.075569,194.92537,1.78487,5.83e-4,482.942747,6.11,3.86,5.5734188
1398,dry,Sense perception,Property,Adjective,1,1,59.895296,0.801289,82.244395,343.39069,0.99996,3.9e-4,1430.73272,4.11,3.77,5.251324428
1399,clay,Basic actions and technology,Person/Thing,Noun,0.963876,0.953422,7.51789,1.200209,15.887464,150.04697,1.49199,1.17e-4,289.824978,5.32,4.93,4.462702163
1401,drink,Food and drink,Action/Process,Verb,1,0.999178,162.987619,0.617608,290.213902,692.16097,0.89531,0.001125,4030.554732,3.47,4.76,6.971361462
1403,bite,The body,Action/Process,Verb,1,0.995953,20.084483,0.64983900000000006,43.466249,231.46189,0.93661,2.42e-4,795.312964,3.58,4.44,5.411996875
1404,straight,Spatial relations,Property,Adjective,0.991453,1,52.738892,1.058889,99.303885,512.37283,3.17902,2.51e-4,1962.919015,6.797195,2.76,5.276632906
1405,name,Speech and language,Person/Thing,Noun,1,0.983145,384.274884,0.60004,500.122318,1141.65778,0.68697,4.35e-4,7998.220113,3.68,3.5,4.475141663
1406,far,Spatial relations,Property,Adverb,1,0.84441600000000006,226.751273,0.927,437.180179,681.36517,0.64602,2.46e-4,6776.920795,4.878935,2.71,4.45360054
1408,hear,Sense perception,Action/Process,Verb,1,1,300.07065,0.653749,667.968021,450.90959,0.64179,1.1e-4,6687.926431,3.8,3.66,5.860795535
1409,see,Sense perception,Action/Process,Verb,1,1,1328.258503,0.590885,2214.116336,2615.76553,0.57312,5.28e-4,33380.302581,3.06,3.21,6.211243849
1410,know,Cognition,Action/Process,Verb,1,0.98424,999.934764,0.684847,2597.296501,3657.10898,0.69695,2.11e-4,40787.006823,4.5,1.68,4.697729482
1413,play,Emotions and values,Action/Process,Verb,1,0.993932,388.338457,0.585732,825.236551,561.25412,1.32996,8.74e-4,8631.859982,4.1,3.24,6.281075402
1414,squeeze,Basic actions and technology,Action/Process,Verb,1,0.963957,10.75423,0.945455,21.906758,131.52279,1.20502,1.1e-4,295.16464,5.42,4,5.795892355
1415,think,Cognition,Action/Process,Verb,0.9519,0.972636,643.283097,1.11136,1825.727167,977.27484,1.03703,5.19e-4,29412.043904,4.75,2.41,5.366714848
1416,sit,Spatial relations,Action/Process,Verb,1,0.989205,310.455913,1.216054,261.665663,676.03287,1.2699,1.67e-4,2281.518837,3.47,4.8,5.616708394
1417,kill,The body,Action/Process,Verb,1,0.992985,100.647048,0.705509,221.860187,777.87391,0.97118,4.15e-4,2175.912192,6.35,3.9,4.191456495
1420,count,Quantity,Action/Process,Verb,1,0.947465,44.977086,1.067038,123.236367,173.42033,0.82782,8.5e-5,1748.442599,2.61,3,4.831385076
1421,suck,Food and drink,Action/Process,Verb,1,0.986265,33.581006,1.298757,157.225122,116.6875,0.71141,1.14e-4,2672.797389,5.58,3.46,5.656488575
1423,fight,Warfare and hunting,Action/Process,Verb,1,0.966737,159.670556,0.807173,211.181727,279.80045,0.77629,8.64e-4,2639.276179,5.47,4.2,6.80181474
1424,yellow,Sense perception,Property,Adjective,1,0.991859,48.810984,0.372927,55.027346,142.52512,1.1326,9.8e-4,992.287155,3.2,4.3,5.084855983
1425,green,Sense perception,Property,Adjective,1,0.980505,119.076556,0.41743,191.966288,184.54869,1.29096,0.002399,3495.10531,3.79,4.07,4.987373888
1426,expensive,Possession,Property,Adjective,1,0.947256,69.46608,0.65396,43.234738,121.34211,1.14875,4.66e-4,855.235835,6.33,3.13,4.598187721
1427,beautiful,Emotions and values,Property,Adjective,1,0.99703,538.771854,1.090526,341.913273,406.15995,1.36373,5.85e-4,6703.352121,5.72,2.16,5.239430664
1429,full,Quantity,Property,Adjective,1,1,99.03045,1.358721,305.681752,476.4707,1.15039,4.84e-4,5830.317413,4.24,3.59,5.518963631
1430,star,The physical world,Person/Thing,Noun,1,0.996077,111.15031,0.407443,178.307121,135.59567,1.12601,8.8e-4,3148.917235,3.89,4.69,4.945059227
1432,cut,Basic actions and technology,Action/Process,Verb,1,1,90.178971,1.092549,285.193001,1282.19823,0.80859,6.16e-4,4276.179175,4.43,4.55,5.567174243
1435,hunt,Warfare and hunting,Action/Process,Verb,1,0.959093,11.072088,0.87996,30.168818,176.83296,0.94784,1.25e-4,529.813112,6.06,3.81,5.767881097
1439,swim,Motion,Action/Process,Verb,1,0.97985,13.757402,0.770136,21.05306,126.82808,1.46939,1.76e-4,401.067932,4.17,4.43,6.630066582
1440,spit,The body,Action/Process,Verb,1,0.997928,9.608738,1.424152,10.779746,124.77392999999999,0.84834,9.2e-5,215.959656,5.06,4.71,5.308366693
1441,fly,Motion,Action/Process,Verb,1,1,61.202109,0.52713,119.864983,263.31156,0.93671,5.61e-4,1450.31148,3.05,4.64,4.1829666659999996
1442,stand,Spatial relations,Action/Process,Verb,1,0.98219,255.198078,1.37704,274.615828,544.74518,1.39228,1.67e-4,3385.642243,4.39,4.16,5.469561888
1443,walk,Motion,Action/Process,Verb,0.976504,0.98219,105.213984,1.001321,403.480813,587.46421,1.43552,5.17e-4,4129.041827,3.45,4.07,5.626412129
1446,come,Motion,Action/Process,Verb,1,1,1400.303189,0.736347,2104.582545,4997.27573,0.64241,1.63e-4,24652.921982,3.32,3.22,4.642082517
1447,give,Possession,Action/Process,Verb,1,1,789.55238,0.705455,1014.294478,1769.17412,0.75081,4.73e-4,12877.484426,4.28,2.83,4.867369032
1448,hold,Possession,Action/Process,Verb,1,0.904088,212.654737,1.093251,324.824844,398.72331,0.84306,3.9e-4,3470.483536,4.67,3.68,6.148465778
1449,rub,Basic actions and technology,Action/Process,Verb,1,0.970852,21.129911,0.797184,50.209016,164.64378,0.84498,1.36e-4,583.803026,4.83,4.33,6.118337971
1450,room,The house,Person/Thing,Noun,0.983959,0.833837,164.688962,0.627693,349.480799,316.491,1.21283,4.82e-4,6402.551172,4.22,4.79,4.734011009
1452,push,Motion,Action/Process,Verb,1,0.974796,70.261129,0.867351,121.167234,121.73955,0.52566,3.65e-4,1222.485909,4.26,4.21,6.068973958
1453,wash,Basic actions and technology,Action/Process,Verb,1,0.988985,56.130587,0.773532,70.249215,325.23038,1.36585,2.14e-4,764.164936,4,4.35,5.487299686
1455,pull,Basic actions and technology,Action/Process,Verb,1,1,94.2347,0.934132,169.278179,330.80544,0.86937,2.69e-4,1637.79294,4.79,3.97,5.647797106
1457,sew,Clothing and grooming,Action/Process,Verb,1,0.991199,27.739178,1.084004,67.630243,142.08932,0.94434,1.7e-4,579.353308,6.05,4.32,5.754785327
1458,say,Speech and language,Action/Process,Verb,1,0.980488,1567.177456,0.558744,2224.1292,5890.24175,1.66045,1.84e-4,23320.379709,3.42,2.58,5.112080487
1463,drunk,The body,Property,Adjective,1,0.967033,25.996143,0.636158,59.151141,233.07765,0.84913,5.29e-4,1173.242361,9.26,3.48,6.127984519
1464,ladder,The house,Person/Thing,Noun,1,0.903027,5.747354,0.708656,8.609327,271.39629,2.00509,1.09e-4,161.673094,4.39937,5,5.92474433
1467,circle,Spatial relations,Person/Thing,Noun,0.975107,0.856026,41.434201,0.829934,61.741174,136.71962,0.88706,5.24e-4,1122.515574,3.67,4.44,5.025446459
1468,look for,Possession,Action/Process,Verb,1,0.995356,216.252693,1.148903,117.680095,232.74338,1.08881,2.44e-4,1557.401365,8.72,3,5.95084258
1469,week,Time,Person/Thing,Noun,0.972422,0.753933,659.187178,0.44404,1067.744653,258.11188,1.25407,8.8e-5,20140.314447,5.11,3.48,3.278832703
1470,fold,Basic actions and technology,Action/Process,Verb,1,0.967526,13.254291,1.031439,26.92766,105.03277,0.73693,7.3e-5,358.943934,4.95,4.13,5.437897507
1472,key,The house,Person/Thing,Noun,1,0.829148,68.708741,0.688376,118.475915,91.09709,0.4387,2.99e-4,2275.289232,3.58,4.89,5.537070313
1474,sea,The physical world,Person/Thing,Noun,0.959658,0.846713,113.172424,0.549277,62.001624,608.2714,1.97557,9.67e-4,1156.63008,4.74,4.79,5.701552139
1475,comb,Clothing and grooming,Person/Thing,Noun,1,0.974892,2.431126,1.095799,5.483924,116.41577,1.00878,3.5e-5,71.492139,5.5,5,6.382479447
1476,chair,The house,Person/Thing,Noun,1,0.952121,29.999105,0.67391,61.639888,143.02032,1.50217,4.76e-4,1130.821715,3.43,4.58,6.048896535
1477,keep,Possession,Action/Process,Verb,0.934669,0.808473,191.498745,1.168471,841.051667,511.0261,0.84153,2.47e-4,12894.096707,4.42,2.37,4.05259182
1480,body,The body,Person/Thing,Noun,0.976504,0.995675,220.987913,0.625325,237.545078,422.92083,1.14231,7.2e-4,4342.331652,4.28,4.79,7.33434858
1481,hammer,Basic actions and technology,Person/Thing,Noun,1,0.844838,10.002652,1.296817,14.93248,105.48756,0.77676,2.55e-4,237.318303,5.42,4.77,6.423217185
1482,shoulder,The body,Person/Thing,Noun,1,1,36.479805,0.547235,46.302263,193.23083,0.86697,1.2e-4,902.402848,4.5,4.93,5.362371123
1483,nine,Quantity,Number,Function word,0.896278,0.777564,28.607094,0.544065,29.344059,165.76421,0.80911,4.3e-5,4582.023139,3.2271,4.04,4.015111744
1484,oil,Food and drink,Person/Thing,Noun,0.974618,0.859393,70.95949,0.785537,100.200991,196.10237,1.65334,4.95e-4,1772.471077,7.33,4.93,4.16726034
1485,below or under,Spatial relations,Other,Function word,1,0.895824,704.542083,0.666631,357.511348,555.19615,0.66274,3.55e-4,7320.676357,5.667553,3.45,4.389164973
1487,pour,Basic actions and technology,Action/Process,Verb,1,0.980118,16.180624,1.050774,62.073971,269.44371,2.18376,4.2e-5,571.640463,5,4.14,5.12713572
1489,cloud,The physical world,Person/Thing,Noun,1,0.992179,45.612712,0.298342,52.900335,136.76251,0.93019,3.93e-4,978.344705,3.63,4.54,5.222664614
1493,one,Quantity,Number,Function word,1,0.897777,2067.528462,1.382185,3199.71788,9207.70076,0.53343,4.77e-4,72619.994067,3.2271,3.97,3.688233785
1495,happy,Emotions and values,Property,Adjective,1,1,557.154987,0.763107,1177.524424,591.07611,1.39391,0.002015,22781.073865,2.72,2.56,6.247808591
1498,two,Quantity,Number,Function word,1,0.886916,972.5832,0.294661,834.786392,3705.60065,1.14628,3.69e-4,35755.562148,4.239515,4.18,4.501236733
1500,four,Quantity,Number,Function word,1,0.843976,146.125261,0.368088,166.427696,587.83302,0.68497,1.18e-4,14639.572827,4.93222,3.37,3.561435536
1501,bore,Basic actions and technology,Action/Process,Verb,0.975883,0.951091,4.881603,1.203346,16.336017,98.57926,0.62668,5e-5,201.720558,7.14,4.4,5.764286698
1502,goat,Animals,Person/Thing,Noun,0.919463,0.832451,19.544885,0.922024,20.329587,428.33279,1.48295,1.37e-4,369.623257,5.21,5,5.68661577
1506,measure,Spatial relations,Action/Process,Verb,0.975107,0.942025,78.017335,0.784281,61.336029,113.67116,0.57436,2.71e-4,847.819638,7.53,3.59,4.18431646
1507,fruit,Food and drink,Person/Thing,Noun,0.944845,0.93765,71.021707,0.549959,71.609344,1126.36202,2.39999,0.001073,1282.705429,3.63,4.81,7.039247917
1508,king,Social and political relations,Person/Thing,Noun,0.802977,0.733947,84.331917,0.631224,98.016103,484.00675,2.21535,6.83e-4,2259.566894,5.42,4.1,4.246177145
1509,mosquito,Animals,Person/Thing,Noun,0.986424,0.938419,14.477295,0.874449,6.149519,155.23693,1.5494,8.1e-5,119.845743,6.1,4.88,5.656929777
1510,chin,The body,Person/Thing,Noun,1,0.914378,4.508873,0.924872,9.737945,94.14857,0.50652,4.9e-5,188.668051,4.22,4.89,5.292773066
1511,rooster,Animals,Person/Thing,Noun,0.845025,0.950037,7.640821,0.841623,4.78939,169.07358,1.2021,5.4e-5,84.841293,6.41,4.75,5.413837284
1513,think,Cognition,Action/Process,Verb,0.967616,0.863405,202.255466,0.994361,431.82648,164.48849,0.89504,2.16e-4,6235.835064,5.44,2.28,4.530933706
1514,hen,Animals,Person/Thing,Noun,0.808211,0.950018,5.188423,1.313927,3.530548,166.17631,1.43474,7.5e-5,123.702166,6.39,4.9,5.033577118
1515,ten,Quantity,Number,Function word,0.896278,0.90828,85.622999,0.675541,83.445359,353.51463,0.76461,1.07e-4,9142.390982,3.578781,3.39,3.578713113
1518,stupid,Cognition,Property,Adjective,0.950039,0.957296,160.96605,0.686538,125.623827,119.32118,0.68203,8.78e-4,2424.206467,4.4,1.84,4.75131026
1519,run,Motion,Action/Process,Verb,1,1,132.083593,1.246481,558.275066,653.05769,1.43378,6.53e-4,6851.972708,4.47,4.31,6.172681246
1521,seem,Cognition,Action/Process,Verb,0.839297,0.831384,664.382991,0.372886,622.114311,145.04523,0.71915,7.2e-5,3989.617324,6.67,3.13,4.731617548
1523,forget,Cognition,Action/Process,Verb,1,0.992985,248.161448,0.647255,300.631912,162.33562,0.64045,1.19e-4,3409.374073,4.78,2.04,4.951801163
1524,wine,Food and drink,Person/Thing,Noun,0.804863,0.678729,99.749053,0.470438,137.445374,239.42888,1.37711,4.59e-4,2442.598635,7.9,4.79,6.4358559
1526,meal,Food and drink,Person/Thing,Noun,0.923293,0.820979,36.242876,0.955059,83.488768,192.00832,1.54989,2.07e-4,1584.396322,4.74,4.62,7.451283505
1528,forgive,Emotions and values,Action/Process,Verb,0.950499,0.824038,64.717659,1.943339,39.168821,109.90613,0.65823,5.2e-5,561.257787,5.44,1.92,3.853112235
1529,last,Quantity,Other,Function word,1,0.963884,580.802173,0.467813,1092.834692,336.72309,0.75185,1.74e-4,20911.005636,4.346085,3.04,3.599788106
1530,bowl,Food and drink,Person/Thing,Noun,0.975109,0.900393,14.233734,1.959891,104.006458,165.22163,1.19574,1.58e-4,1884.603975,4.26,4.87,5.87603902
1535,sword,Warfare and hunting,Person/Thing,Noun,0.737339,0.777952,16.830603,0.821786,15.236338,137.52812,0.90763,2.92e-4,278.849006,5.45,4.93,6.179977268
1536,understand,Cognition,Action/Process,Verb,1,0.955012,306.21864,0.559174,282.588498,335.50767,1.01984,2.57e-4,3679.026995,6.17,2.28,4.894416416
1537,springtime,Time,Person/Thing,Noun,0.890934,0.68152,109.621145,0.821809,161.710653,197.59594,1.14721,3e-4,3368.733314,5.5,3.89,4.978689378
1539,basket,Basic actions and technology,Person/Thing,Noun,1,0.93907,13.364608,0.603858,25.654348,660.41203,1.80658,1.22e-4,468.407001,5.67,5,6.032310344
1540,eyelash,The body,Person/Thing,Noun,1,0.949595,10.117613,0.530899,11.561096,93.22601,0.48486,7.3e-5,197.567487,5.8,5,5.20113371
1544,sometimes,Time,Other,Function word,0.947793,0.866836,267.865498,0.786928,268.900392,335.22412,0.91651,1.09e-4,5092.25749,6.370915,1.77,2.244049034
1545,host,Social and political relations,Person/Thing,Noun,0.823763,0.731448,24.510879,0.955922,71.406771,95.37435,0.58419,4.6e-5,1066.449125,8.05,3.63,4.486260655
1546,twice,Quantity,Other,Function word,0.947892,0.902382,26.090284,0.700774,61.553071,163.0599,0.80524,4.1e-5,1227.825571,5.89135,2.93,2.483273901
1547,soup,Food and drink,Person/Thing,Noun,0.975883,0.98524,42.336091,0.600243,60.178472,172.43206,1.06269,3.81e-4,1063.185998,5.37,4.72,6.449559448
1548,ugly,Emotions and values,Property,Adjective,1,0.981257,55.863953,0.790386,57.139886,127.38012,0.63042,4.52e-4,1043.31059,4.17,3.23,4.998788483
1554,man,Kinship,Person/Thing,Noun,1,1,881.488693,1.79619,685.403717,3594.70021,0.83834,0.001543,12825.867695,3.11,4.79,6.038932364
1558,similar,Sense perception,Property,Adjective,0.951122,0.981805,116.799425,0.648811,79.914812,119.49152,0.57991,1.87e-4,1596.855532,7.33,2.46,4.394448363
1559,money,Possession,Person/Thing,Noun,1,0.990165,341.677116,0.424528,342.694624,766.2463,1.01262,0.004067,6219.816078,5.11,4.54,5.334421579
1560,face,The body,Person/Thing,Noun,1,1,224.636135,0.863637,338.064397,417.30919,1.20892,8.15e-4,6067.042421,3.75,4.87,6.481296331
1561,army,Warfare and hunting,Person/Thing,Noun,0.90861,0.706301,52.826401,0.622868,41.758853,168.7513,1.06928,6.06e-4,762.088401,7.15,4.7,4.984906432
1562,mind,Cognition,Person/Thing,Noun,0.962412,0.851802,148.861884,0.724053,379.591739,206.43863,0.75292,5.82e-4,7241.768021,5.37,2.5,5.10037139
1564,lazy,The body,Property,Adjective,1,0.979493,66.404663,1.553757,42.684899,161.03185,1.7165,4.31e-4,826.757639,6.39,2.67,4.822849938
1565,heaven,Religion and belief,Person/Thing,Noun,0.922987,0.843754,36.441649,1.164798,63.622203,121.22567,0.8903,2.16e-4,1204.093741,4.22,1.81,2.303020674
1567,door,The house,Person/Thing,Noun,1,0.981971,194.133207,0.386001,223.495235,638.61768,0.96376,7.77e-4,4125.185405,3.05,4.96,5.952426098
1569,cheese,Food and drink,Person/Thing,Noun,0.71203,0.576525,34.669399,0.572327,104.7444,109.73495,0.70076,6.82e-4,1889.053693,4.33,4.7,6.09975714
1571,sell,Possession,Action/Process,Verb,0.977282,0.96886,145.054255,0.518034,211.803914,274.10959,1.06294,1.33e-4,1718.184515,7.05,3.35,4.095281817
1572,surprised,Emotions and values,Property,Adjective,0.989885,0.853146,5.860797,0.994397,1.765274,164.80681,0.98862,1.13e-4,1940.373776,6.63,2.5,5.111968789
1574,float,Motion,Action/Process,Verb,0.98504,0.940381,8.602652,0.726779,25.943737,97.53118,0.55534,1.35e-4,219.51943,5.39,4.07,4.558909278
1583,brain,The body,Person/Thing,Noun,1,0.99186,94.088045,0.562745,100.186521,108.05398,0.65913,6.84e-4,1862.652032,5.76,4.69,4.486854942
1585,sleep,The body,Action/Process,Verb,1,1,447.839964,0.492167,355.254112,667.15802,0.91802,9.35e-4,5223.672501,2.79,4.44,4.901510777
1586,smell,Sense perception,Action/Process,Verb,1,0.926627,78.126482,0.557579,103.16723,175.2661,1.10473,9.03e-4,1703.352121,4.22,3.7,6.150537556
1592,chest,The body,Person/Thing,Noun,1,0.999235,36.427763,0.815261,30.747596,181.21058,1.19914,1.36e-4,597.448828,5.05,4.93,5.628241387
1593,deep,Spatial relations,Property,Adjective,1,0.988985,83.031179,0.463391,137.184923,171.67535,0.87788,2.71e-4,2132.304954,5.47,3.38,4.481386329
1594,flour,Food and drink,Person/Thing,Noun,1,0.914785,42.58384,1.556657,39.154351,179.42746,1.12873,1.3e-4,646.989024,6.89,4.97,5.600357739
1596,lock,The house,Person/Thing,Noun,0.913877,0.723243,16.163282,1.084005,52.133454,122.29578,1.01467,1.73e-4,522.990211,5.74,4.65,5.373711473
1599,word,Speech and language,Person/Thing,Noun,0.936162,0.969913,439.385791,0.518104,553.485676,503.60667,0.93296,0.001371,10327.499258,4.42,3.56,6.526977669
1600,skirt,Clothing and grooming,Person/Thing,Noun,1,0.83853,16.999117,0.711986,25.538592,137.45279,1.1801,1.66e-4,458.024325,5.67,4.82,4.688376611
1601,weak,The body,Property,Adjective,0.976504,0.97506,50.584826,0.638519,41.773323,122.93921,0.51583,4.27e-4,694.749333,5.58,2.79,5.545660336
1605,skull,The body,Person/Thing,Noun,1,0.885123,7.735938,0.703117,8.551449,89.64468,0.40784,4.5e-5,163.452981,6.33,4.83,4.973368299
1606,inside,Spatial relations,Other,Function word,1,0.896646,3818.38839,1.205919,14235.63074,16568.83689,0.31972,4.55e-4,204979.234648,3.685351,3.67,4.084388143
1607,hate,Emotions and values,Action/Process,Verb,0.978399,0.942878,267.200441,0.399134,387.448655,108.65576,0.72459,4.57e-4,6789.083358,5.53,2.36,4.985993884
1608,listen,Sense perception,Action/Process,Verb,1,0.983137,254.273269,0.59971699999999994,324.65121,420.63942,0.67448,1.74e-4,2818.451498,5.4,3.47,5.89401386
1609,idea,Cognition,Person/Thing,Noun,0.983516,0.764906,671.935096,0.394857,1105.886142,931.31281,0.87009,0.001149,21479.382972,5.89135,1.97,4.908073425
1613,color,Sense perception,Person/Thing,Noun,0.910469,0.728498,188.419983,0.229818,252.014535,170.92445,1.24895,0.001108,4522.990211,3.5,4.08,5.741450584
1616,cloth,Clothing and grooming,Person/Thing,Noun,1,0.959365,37.805842,0.654806,70.741176,224.81734,1.05428,6.08e-4,1197.27084,5.3,4.9,6.120570593
1618,grandson,Kinship,Person/Thing,Noun,0.918828,0.954387,9.784458,0.873192,5.845661,113.26307,0.64588,6e-6,115.396025,5.89,4.3,4.700088229
1619,granddaughter,Kinship,Person/Thing,Noun,0.918828,0.947499,3.633634,0.607899,3.906753,101.81389,0.66405,9e-6,78.611688,4.68,4.37,4.609355667
1620,son,Kinship,Person/Thing,Noun,0.976504,0.982188,157.425726,0.714366,181.128665,1017.65752,0.88045,1.41e-4,3371.699792,3.78,4.14,5.255053966
1622,shirt,Clothing and grooming,Person/Thing,Noun,1,0.899748,67.467008,1.301959,94.080411,204.40452,0.91901,3.58e-4,1800.652625,3.53,4.94,6.232880417
1623,speak,Speech and language,Action/Process,Verb,1,0.996294,541.820841,0.662033,951.916648,1757.16044,1.11394,0.001012,10045.683773,3.56,4.07,6.198962567
1624,empty,Quantity,Property,Adjective,0.951122,0.983365,70.237891,0.572119,50.845672,172.92385,1.13597,5.02e-4,948.383269,4.79,3.43,4.478760162
1626,explain,Cognition,Action/Process,Verb,0.974303,0.868248,148.179021,0.721036,124.799068,140.23999,0.75285,1.43e-4,1270.839513,6.5,1.97,5.274387941
1627,chain,Basic actions and technology,Person/Thing,Noun,0.968952,0.806208,25.162358,0.790705,37.967856,142.28083,1.94269,2e-4,667.16108,5.22,4.55,4.695312105
1629,evening,Time,Person/Thing,Noun,0.973831,0.938199,410.227002,0.717463,122.107749,404.91346,0.85724,1.03e-4,2418.570157,5.84,3.26,3.947348017
1631,fast,Time,Property,Adverb,1,0.983882,171.725325,0.385179,297.188181,301.82741,0.95684,0.001593,4959.655888,3.738636,3.32,4.948501881
1632,floor,The house,Person/Thing,Noun,0.969017,0.928071,58.491889,0.520219,109.186524,185.95889,0.91935,2.87e-4,2043.607238,4.44,4.8,5.572636556
1633,flat,Spatial relations,Property,Adjective,1,0.922096,19.456119,0.83674,45.680076,198.64306,1.94642,2.67e-4,876.001187,5.68,4.07,5.250949346
1634,hundred,Quantity,Number,Function word,0.896278,0.806499,67.626084,0.491324,58.789404,255.70804,1.2864,6.1e-5,4022.248591,5.47,3.2,2.885820207
1635,obey,Social and political relations,Action/Process,Verb,0.958267,0.963592,9.106885,0.737365,9.59325,105.42828,0.52604,6.4e-5,129.635123,5.44,2.67,3.356678269
1639,beer,Food and drink,Person/Thing,Noun,0.895966,0.685495,105.059818,0.724879,296.016155,155.0817,1.56023,6.85e-4,4703.055473,6.11,4.88,6.645826735
1640,sibling,Kinship,Person/Thing,Noun,0.632032,0.707548,11.261751,0.52922,14.585213,215.95395,1.21669,1.08e-4,285.968555,7.58,4.37,4.659098161
1642,niece,Kinship,Person/Thing,Noun,0.81321,0.833856,7.958729,1.029791,15.091644,110.49027,0.71216,2.4e-5,300.207654,7,4.28,4.851181841
1643,cousin,Kinship,Person/Thing,Noun,0.885972,0.825861,26.472572,0.667334,54.260464,166.04443,1.28951,7.1e-5,1062.296055,4.95,3.7,4.285770314
1644,relatives,Kinship,Person/Thing,Noun,0.976504,0.976042,29.166894,0.675283,23.614154,386.87301,1.50665,1.25e-4,464.847226,6.47,2.97,4.917827018
1645,short,Spatial relations,Property,Adjective,0.974618,0.978951,148.913907,0.62544,213.873046,308.91717,0.95907,5.54e-4,4094.037378,4.32,3.61,4.675845528
1646,girl,Kinship,Person/Thing,Noun,0.976504,0.983945,334.850834,0.600053,625.688267,1683.22435,1.10274,0.001264,11890.833581,4,4.85,5.822242796
1647,foal,Animals,Person/Thing,Noun,0.786638,0.778429,4.421165,1.101102,14.469457,136.53976,1.55826,9e-6,271.432809,8.44,4.96,4.557218314
1651,tear,Emotions and values,Person/Thing,Noun,1,0.987133,60.001013,0.55581,101.734753,164.63182,0.58168,3.34e-4,1537.822605,4.89,4.56,4.737695056
