concepticon_id,name,description,final_synset,synonym,wordnet_id,count,definition,same_synset,annotation,comment
1562,mind,The ability for rational thought.,n05611302,psyche,n05611302,122,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason,same,1,NA
1562,mind,The ability for rational thought.,n05611302,mind,n05611302,5155,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason,same,1,NA
1562,mind,The ability for rational thought.,n05611302,head,n05538625,14052,the upper part of the human body or the front part of the body in animals; contains the face and brains,different,0,NA
1562,mind,The ability for rational thought.,n05611302,brain,n05481095,1854,that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord,different,0,NA
1562,mind,The ability for rational thought.,n05611302,nous,NA,NA,NA,different,0,NA
1415,think (reflect),"To actively and consciously use one's mental powers, usually to form ideas.",v00628491,think,v00689344,15256,judge or regard; look upon; judge,different,1,NA
1415,think (reflect),"To actively and consciously use one's mental powers, usually to form ideas.",v00628491,cogitate,v00703512,2,consider carefully and deeply; reflect upon; turn over in one's mind,different,0,NA
1415,think (reflect),"To actively and consciously use one's mental powers, usually to form ideas.",v00628491,cerebrate,NA,NA,NA,different,0,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,suppose,v00631737,3589,"expect, believe, or suppose",same,1,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,guess,v00631737,2069,"expect, believe, or suppose",same,1,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,opine,v01027668,26,express one's opinion openly and without fear or hesitation,different,0,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,imagine,v01636397,3166,form a mental image of something that is not present or that is not the case,different,0,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,think,v00689344,15256,judge or regard; look upon; judge,different,0,NA
1513,think (believe),"To have as opinion, belief, or idea.",v00631737,reckon,v00631737,140,"expect, believe, or suppose",same,1,NA
1890,believe,To be confident about something.,v00683280,believe,v00683280,5442,accept as true; take to be true,same,1,NA
1536,understand,To be aware of the meaning of.,v00588888,understand,v00588888,5154,know and comprehend the nature or meaning of,same,1,NA
1410,know (something),To be sure about something or be acquainted with something.,v00594621,cognize,v00594621,1,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about,same,1,NA
1410,know (something),To be sure about something or be acquainted with something.,v00594621,know,v00594621,36019,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about,same,1,NA
1410,know (something),To be sure about something or be acquainted with something.,v00594621,cognise,NA,NA,NA,different,0,NA
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,approximate,s00915976,43,not quite exact or correct,different,0,NA
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,guess,v00631737,2069,"expect, believe, or suppose",different,1,NA
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,estimate,v00672433,981,judge tentatively or form an estimate of (quantities or time),same,0,NA
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,judge,n10225219,1125,a public official authorized to decide questions brought before a court of justice,different,0,NA
1932,guess,"To suppose, to estimate or to make a surmise.",v00672433,gauge,v00672433,116,judge tentatively or form an estimate of (quantities or time),same,0,NA
117,imitate,To follow as a model or a pattern.,v01742886,copy,n03104594,799,a thing made to be similar or identical to another thing,different,0,NA
117,imitate,To follow as a model or a pattern.,v01742886,imitate,v01742886,133,reproduce someone's behavior or looks,same,1,NA
117,imitate,To follow as a model or a pattern.,v01742886,simulate,v01722980,59,create a representation or model of,different,0,NA
1521,seem,To have a given outward appearance.,v02133435,appear,v02133435,2503,give a certain impression or have a certain outward aspect,same,1,NA
1521,seem,To have a given outward appearance.,v02133435,seem,v02133435,13856,give a certain impression or have a certain outward aspect,same,1,NA
1521,seem,To have a given outward appearance.,v02133435,look,v02130524,24782,perceive with attention; direct one's gaze towards,different,0,NA
1609,idea,A plan or notion that is formed and exists in the mind as a result of mental activity.,n05833840,thought,n05833840,2861,the content of cognition; the main thing you are thinking about,same,1,NA
1609,idea,A plan or notion that is formed and exists in the mind as a result of mental activity.,n05833840,idea,n05833840,6324,the content of cognition; the main thing you are thinking about,same,1,NA
698,wise,Showing good judgement or the benefit of experience.,a02569130,wise,a02569130,606,having or prompted by wisdom or discernment,same,1,NA
1518,stupid,Lacking in intelligence.,a00439588,stupid,a00439588,1327,lacking or marked by lack of intellectual acuity,same,1,NA
1899,mad,Mentally ill.,a02075321,disturbed,s02457167,44,afflicted with or marked by anxious uneasiness or trouble or grief,different,0,NA
1899,mad,Mentally ill.,a02075321,brainsick,NA,NA,NA,different,0,NA
1899,mad,Mentally ill.,a02075321,sick,a02541302,1073,affected by an impairment of normal physical or mental function,different,0,NA
1899,mad,Mentally ill.,a02075321,demented,s02075321,14,affected with madness or insanity,different,1,NA
1899,mad,Mentally ill.,a02075321,unbalanced,a00894757,47,being or thrown out of equilibrium,different,0,NA
1899,mad,Mentally ill.,a02075321,unhinged,s02075321,10,affected with madness or insanity,different,1,NA
1899,mad,Mentally ill.,a02075321,mad,s00115193,577,roused to anger; - Mark Twain,different,0,NA
1899,mad,Mentally ill.,a02075321,crazy,s02075321,919,affected with madness or insanity,different,1,NA
504,learn,"To acquire, or attempt to acquire knowledge or an ability to do something.",v00597915,learn,v00597915,5236,gain knowledge or skills,same,1,NA
504,learn,"To acquire, or attempt to acquire knowledge or an ability to do something.",v00597915,larn,NA,NA,NA,different,0,NA
504,learn,"To acquire, or attempt to acquire knowledge or an ability to do something.",v00597915,acquire,v02210855,668,come into the possession of something concrete or abstract,different,0,NA
1929,study,To follow a course of study; to be enrolled at an institute of learning.,v00607114,study,n00644503,3607,a detailed critical inspection,different,1,NA
709,teach,To pass on knowledge and skills.,v00829107,learn,v00597915,5236,gain knowledge or skills,different,0,NA
709,teach,To pass on knowledge and skills.,v00829107,teach,v00829107,3532,impart skills or knowledge to,same,1,NA
709,teach,To pass on knowledge and skills.,v00829107,instruct,v00749963,313,give instructions or directions for some task,different,0,NA
753,pupil (student),A student under the supervision of a teacher or professor.,n10665698,student,n10665698,8241,a learner who is enrolled in an educational institution,same,1,NA
753,pupil (student),A student under the supervision of a teacher or professor.,n10665698,pupil,n10665698,104,a learner who is enrolled in an educational institution,same,1,NA
753,pupil (student),A student under the supervision of a teacher or professor.,n10665698,educatee,NA,NA,NA,different,0,NA
1038,teacher,"A person who passes on knowledge, especially one employed in a school.",n10694258,teacher,n10694258,3937,a person whose occupation is teaching,same,1,NA
1038,teacher,"A person who passes on knowledge, especially one employed in a school.",n10694258,instructor,n10694258,381,a person whose occupation is teaching,same,0,NA
673,school,An institution or building at which children and young people receive education.,n8276720,school,n08276720,11678,an educational institution,different,1,NA
707,remember,To recall from memory.,v00607780,remember,v00607780,6610,recall knowledge from memory; have a recollection,same,1,NA
707,remember,To recall from memory.,v00607780,retrieve,v02247977,388,get or find back; recover the use of,different,0,NA
707,remember,To recall from memory.,v00607780,recollect,v00607780,31,recall knowledge from memory; have a recollection,same,1,NA
707,remember,To recall from memory.,v00607780,think,v00689344,15256,judge or regard; look upon; judge,different,0,NA
707,remember,To recall from memory.,v00607780,recall,v00607780,2044,recall knowledge from memory; have a recollection,same,1,NA
1523,forget,To lose memory of something.,v00609100,forget,v00610167,2500,dismiss from the mind; stop remembering,different,1,NA
1523,forget,To lose memory of something.,v00609100,block,n08642145,1063,a rectangular area in a city surrounded by streets and usually containing several buildings,different,0,NA
989,clear,Free of ambiguity or doubt.,a00428404,clear,a00428404,2494,readily apparent to the mind,same,1,NA
1764,obscure,"Known vaguely or incompletely, if at all.",a00431004,vague,s00431004,319,not clearly understood or expressed; ; -Anatole Broyard; - P.A.Sorokin; - John Locke,different,1,NA
1764,obscure,"Known vaguely or incompletely, if at all.",a00431004,obscure,v02157731,180,make less visible or unclear,different,1,NA
1121,secret,Being or kept hidden from public perception.,a02090069,secret,n06673142,1328,something that should remain hidden from others (especially information that is not to be passed on),different,1,NA
509,certain,Without any doubt or possibility of deviation.,a00335421,certain,s00700884,2315,definite but not specified or identified,different,1,NA
1626,explain,"To inform about the reason for something, how something works, or how to do something.",v00939277,explicate,v00939277,12,make plain and comprehensible,same,1,NA
1626,explain,"To inform about the reason for something, how something works, or how to do something.",v00939277,explain,v00939277,4391,make plain and comprehensible,same,1,NA
1162,intention,An anticipated outcome that is intended to obtain or that guides your planned actions.,n00163233,intention,n05982152,572,an anticipated outcome that is intended or that guides your planned actions,different,1,NA
860,cause,That which brings about any condition or produces any effect.,n07326557,cause,v01645601,2888,"give rise to; cause to happen or occur, not always intentionally",different,1,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,dubiety,NA,NA,NA,different,0,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,dubiousness,n04757522,1,uncertainty about the truth or factuality or existence of something,different,1,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,incertitude,n05698247,1,the state of being unsure of something,same,1,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,doubt,n05698247,765,the state of being unsure of something,same,1,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,uncertainty,n04756887,199,being unsettled or in doubt or dependent on chance,different,1,NA
1308,doubt,Uncertainty about the truth or accuracy of a matter.,n05698247,doubtfulness,n05698247,1,the state of being unsure of something,same,1,NA
1841,suspect,To assume something to be true without direct evidence.,v00921072,surmise,v00689205,53,infer from incomplete evidence,different,0,NA
1841,suspect,To assume something to be true without direct evidence.,v00921072,suspect,v00921072,898,imagine to be the case or true or probable,same,1,NA
1902,betray,To harm someone or hurt their feelings by violating their trust or being disloyal to them.,v01799235,fail,v02529284,1245,fail to do something; leave something undone,different,0,NA
1902,betray,To harm someone or hurt their feelings by violating their trust or being disloyal to them.,v01799235,betray,v02537407,179,deliver to an enemy by treachery,different,1,NA
643,need (noun),The fact or an instance of feeling the lack of something.,n9367991,want,v01825237,31644,feel or have a desire for; want strongly,different,0,this concept will not be considered
643,need (noun),The fact or an instance of feeling the lack of something.,n9367991,need,v01188725,12635,have need of,different,0,NA
686,easy,Requiring little skill or effort; posing no difficulty.,a749230,easy,a00749230,4979,posing no difficulty; requiring little effort,different,1,NA
584,difficult,"Not easy, which needs hard work, patience and effort of either the physical or mental kind.",a00744916,hard,a00744916,4047,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,same,1,NA
584,difficult,"Not easy, which needs hard work, patience and effort of either the physical or mental kind.",a00744916,difficult,a00744916,2671,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,same,1,NA
1812,try,To attempt to do something.,v02530167,assay,n00791527,20,a quantitative or qualitative test of a substance (especially an ore or a drug) to determine its components; frequently used to test for the presence or concentration of infectious agents or antibodies etc.,different,0,NA
1812,try,To attempt to do something.,v02530167,try,v02530167,17811,make an effort or attempt,same,1,NA
1812,try,To attempt to do something.,v02530167,seek,v02240481,1242,try to get or reach,different,0,NA
1812,try,To attempt to do something.,v02530167,attempt,n00786195,1305,earnest and conscientious activity intended to do or accomplish something,different,1,NA
1812,try,To attempt to do something.,v02530167,essay,n06409562,461,an analytic or interpretive literary composition,different,0,NA
488,manner,Way of performing or effecting anything.,n04928903,fashion,n05750657,731,the latest and most admired style in clothes and cosmetics and behavior,different,0,NA
488,manner,Way of performing or effecting anything.,n04928903,way,n04928903,11047,how something is done or how it happens,same,1,?
488,manner,Way of performing or effecting anything.,n04928903,mode,n04928903,387,how something is done or how it happens,same,0,NA
488,manner,Way of performing or effecting anything.,n04928903,manner,n04928903,674,how something is done or how it happens,same,1,?
488,manner,Way of performing or effecting anything.,n04928903,style,n04928903,1474,how something is done or how it happens,same,0,NA
1577,and,Used to connect two homogeneous words or phrases.,n.a.,NA,NA,NA,NA,different,1,NA
1157,because,Conjunction initiating a causal phrase.,n.a.,NA,NA,NA,NA,different,1,NA
1459,if,[The introduction of a condition or decision.],n.a.,NA,NA,NA,NA,different,1,NA
1014,or,[Conjunction that indicates an alternative.],n.a.,NA,NA,NA,NA,different,1,NA
1268,yes,A word used to show agreement or affirmation of something.,n7203900,yes,n07203900,31,an affirmative,different,1,NA
1269,no,A word used to show disagreement of something.,r00024356,no,r00050681,5368,referring to the degree to which a certain quality is present,different,1,NA
1239,how,In what way?,n.a.,NA,NA,NA,NA,different,1,NA
1236,what,Which thing.,n.a.,NA,NA,NA,NA,different,1,NA
1238,when,At what time?,n.a.,NA,NA,NA,NA,different,1,NA
1237,where,At what place?,n.a.,NA,NA,NA,NA,different,1,NA
727,which,What one or ones (of those mentioned or implied).,n.a.,NA,NA,NA,NA,different,1,NA
1235,who,What person or people; which person or people.,n.a.,NA,NA,NA,NA,different,1,NA
1270,why,For what reason.,n.a.,NA,NA,NA,NA,different,1,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,phonation,n07110615,1,the sound made by the vibration of vocal folds modified by the resonance of the vocal tract,same,0,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,vocalism,NA,NA,NA,different,0,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,vocalization,n07110615,7,the sound made by the vibration of vocal folds modified by the resonance of the vocal tract,same,0,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,vox,n07110615,4,the sound made by the vibration of vocal folds modified by the resonance of the vocal tract,same,0,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,vocalisation,n07110615,1,the sound made by the vibration of vocal folds modified by the resonance of the vocal tract,same,0,NA
1363,voice,The sound and tones human beings are able to produce with the vocal cords.,n07110615,voice,n04981941,7038,the distinctive quality or pitch or condition of a person's speech,different,1,NA
1261,sing,To produce harmonious sounds with one's voice.,v01729431,sing,v01729431,836,produce tones with the voice,same,1,NA
715,shout,To say something in a loud voice.,v00912048,outcry,n07120524,50,a loud utterance; often in protest or opposition,different,0,NA
715,shout,To say something in a loud voice.,v00912048,cry,v00066191,2142,"shed tears because of sadness, rage, or pain",different,0,NA
715,shout,To say something in a loud voice.,v00912048,shout,v00912473,1638,utter in a loud voice; talk in a loud voice (usually denoting characteristic manner of speaking),different,1,NA
715,shout,To say something in a loud voice.,v00912048,exclaim,v00977336,173,state or announce,different,0,NA
55,whisper,"To speak in a quiet voice, without vibration of the vocal cords.",v00915830,whisper,v00915830,2154,speak softly; in a low voice,same,1,NA
128,mumble,To speak unintelligibly and without articulating.,v01044533,mussitate,NA,NA,NA,different,0,NA
128,mumble,To speak unintelligibly and without articulating.,v01044533,mutter,v01044533,555,talk indistinctly; usually in a low voice,same,1,NA
128,mumble,To speak unintelligibly and without articulating.,v01044533,mumble,v01044533,280,talk indistinctly; usually in a low voice,same,1,NA
128,mumble,To speak unintelligibly and without articulating.,v01044533,maunder,v01036804,1,speak (about unimportant matters) rapidly and incessantly,different,0,NA
1025,whistle,To make a sound or a melody by forcing the breath out between closed lips.,v01043441,whistle,n06806098,130,"the act of signalling (e.g., summoning) by whistling or blowing a whistle",different,1,NA
298,shriek,"To make a short, loud and high-pitched sound in reaction to something.",v00914420,pipe,n03945167,402,a tube with a small bowl at one end; used for smoking tobacco,different,0,NA
298,shriek,"To make a short, loud and high-pitched sound in reaction to something.",v00914420,shriek,v00914420,229,utter a shrill cry,same,1,NA
298,shriek,"To make a short, loud and high-pitched sound in reaction to something.",v00914420,shrill,s01214430,112,having or emitting a high-pitched and sharp tone or tones,different,0,NA
526,howl,"To cry like a wolf, dog, or other canids.",v01047381,wrawl,NA,NA,NA,different,0,NA
526,howl,"To cry like a wolf, dog, or other canids.",v01047381,yowl,v00914634,19,"utter shrieks, as of cats",different,0,NA
526,howl,"To cry like a wolf, dog, or other canids.",v01047381,howl,v01046932,250,emit long loud cries,different,1,NA
526,howl,"To cry like a wolf, dog, or other canids.",v01047381,yammer,v00907930,13,complain whiningly,different,0,NA
1623,speak,To communicate by the use of words.,v00963570,talk,v00962447,10192,exchange thoughts; talk with,different,1,NA
1623,speak,To communicate by the use of words.,v00963570,speak,v00962447,3554,exchange thoughts; talk with,different,1,NA
1866,stutter,"To have problems articulating the words, repeting sometimes some syllables.",v00981544,stammer,v00981544,82,speak haltingly,same,1,NA
1866,stutter,"To have problems articulating the words, repeting sometimes some syllables.",v00981544,stutter,v00981544,85,speak haltingly,same,1,NA
1866,stutter,"To have problems articulating the words, repeting sometimes some syllables.",v00981544,bumble,v02527651,21,"make a mess of, destroy or ruin",different,0,NA
1866,stutter,"To have problems articulating the words, repeting sometimes some syllables.",v00981544,falter,v02740204,88,be unsure or weak,different,0,NA
1458,say,To utter specific words or notions.,v01016002,allege,v01016002,331,report or maintain,same,0,NA
1458,say,To utter specific words or notions.,v01016002,aver,v01011031,12,to declare or affirm solemnly and formally as true,different,0,NA
1458,say,To utter specific words or notions.,v01016002,say,v01009240,115354,express in words,different,1,NA
1711,tell,To talk about a story giving its details; to give a detailed account of.,v00953216,recount,v00953216,212,narrate or give a detailed account of,same,1,NA
1711,tell,To talk about a story giving its details; to give a detailed account of.,v00953216,narrate,v00953216,58,narrate or give a detailed account of,same,1,NA
1711,tell,To talk about a story giving its details; to give a detailed account of.,v00953216,tell,v01009240,10974,express in words,different,1,NA
1711,tell,To talk about a story giving its details; to give a detailed account of.,v00953216,recite,v00945255,259,repeat aloud from memory,different,0,NA
1115,speech,"An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)",n07238694,address,v01033527,621,act on verbally or in some form of artistic expression,different,0,NA
1115,speech,"An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)",n07238694,speech,n07238694,850,the act of delivering a formal spoken communication to an audience,same,1,NA
48,be silent,To stop speaking or making noise.,s175123,unsounded,NA,NA,NA,different,0,NA
48,be silent,To stop speaking or making noise.,s175123,silent,s01919428,1164,marked by absence of sound,different,0,this concept will not be considered
1307,language,"A system of communication using the spoken or signed word or using symbols that represent words, signs or sounds.",n06282651,language,n06282651,2082,a systematic means of communicating by the use of sounds or conventional symbols,same,1,NA
1599,word,"A distinct unit of language (sounds in speech or written letters) with a particular meaning, composed of one or more morphemes, and also of one or more phonemes that determine its sound pattern.",n06286395,word,n06286395,7960,a unit of language that native speakers can identify,same,1,NA
1405,name,"Any word or phrase which designates a particular person, place, class or thing.",n06333653,name,n06333653,10095,a language unit by which a person or thing is known,same,1,NA
1309,ask (inquire),To ask (a question) to somebody; to seek an answer to.,v00897746,ask,v00784342,14562,inquire about,different,1,NA
1275,answer,"To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.",v00815686,answer,v00815686,2962,react verbally,same,1,NA
1275,answer,"To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.",v00815686,reply,v00815686,1858,react verbally,same,1,NA
1275,answer,"To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.",v00815686,respond,v00717358,1153,show a response or a reaction to something,different,0,NA
2022,admit,To admit to be true.,v00817311,acknowledge,v00817311,552,declare to be true or admit the existence or reality or truth of,same,1,NA
2022,admit,To admit to be true.,v00817311,admit,v00817311,2110,declare to be true or admit the existence or reality or truth of,same,1,NA
755,deny,To refuse strongly and solemnly to own or acknowledge.,v02212825,refuse,v00797430,1423,show unwillingness towards,different,1,NA
755,deny,To refuse strongly and solemnly to own or acknowledge.,v02212825,deny,v00816556,482,declare untrue; contradict,different,1,NA
1828,ask (request),"To ask for a service or physical goods, often without returning the favor in kind.",v00752493,ask,v00784342,14562,inquire about,different,0,this concept will not be considered
1675,promise,To commit to doing something or assure that something will happen.,v00884011,assure,v00776268,384,assure somebody of the truth of something with the intention of giving the listener confidence,different,0,NA
1675,promise,To commit to doing something or assure that something will happen.,v00884011,promise,v00884011,1481,make a promise or commitment,same,1,NA
49,refuse,To not do what is being asked.,v00797430,refuse,v00797430,1423,show unwillingness towards,same,1,NA
49,refuse,To not do what is being asked.,v00797430,decline,v00797430,342,show unwillingness towards,same,1,NA
83,forbid,To tell not to do something.,v00795863,prohibit,v00795863,261,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,proscribe,v00795863,8,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,forbid,v00795863,426,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,nix,v00795863,21,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,disallow,v00795863,12,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,interdict,v00795863,6,command against,same,1,NA
83,forbid,To tell not to do something.,v00795863,veto,n00209546,53,a vote that blocks a decision,different,0,NA
299,scold,To rebuke.,v00824767,rebuke,n06711855,42,an act or expression of criticism and censure,different,0,NA
299,scold,To rebuke.,v00824767,reproof,n06711855,4,an act or expression of criticism and censure,different,0,NA
299,scold,To rebuke.,v00824767,remonstrate,v00910555,7,argue in protest or opposition,different,0,NA
299,scold,To rebuke.,v00824767,lecture,n07240549,222,a speech that is open to the public,different,0,NA
299,scold,To rebuke.,v00824767,chide,v00824767,73,censure severely or angrily,same,1,NA
299,scold,To rebuke.,v00824767,lambaste,v00824767,11,censure severely or angrily,same,1,NA
299,scold,To rebuke.,v00824767,trounce,v01411085,10,beat severely with a whip or rod,different,0,NA
299,scold,To rebuke.,v00824767,reprimand,n06711855,33,an act or expression of criticism and censure,different,0,NA
299,scold,To rebuke.,v00824767,lambast,NA,NA,NA,different,0,NA
299,scold,To rebuke.,v00824767,jaw,n05546040,772,the part of the skull of a vertebrate that frames the mouth and holds the teeth,different,0,NA
299,scold,To rebuke.,v00824767,scold,v00824767,151,censure severely or angrily,same,1,NA
299,scold,To rebuke.,v00824767,rag,n04045941,318,a small piece of cloth or paper,different,0,NA
299,scold,To rebuke.,v00824767,berate,v00824767,58,censure severely or angrily,same,1,NA
1084,call,To address or summon someone.,v00792471,call,v01028748,8502,assign a specified (usually proper) proper name to,different,0,this concept will not be considered
180,call by name,"To give a name or designation of a common noun that, e.g., reflects a quality.",v01028748,name,n06333653,10095,a language unit by which a person or thing is known,different,0,NA
180,call by name,"To give a name or designation of a common noun that, e.g., reflects a quality.",v01028748,call,v01028748,8502,assign a specified (usually proper) proper name to,same,1,NA
9,announce,To make known by stating or announcing.,v00974367,announce,v00974367,1712,make known; make an announcement,same,1,NA
9,announce,To make known by stating or announcing.,v00974367,denote,v00931467,51,have as a meaning,different,0,NA
1192,threaten,To make a threat of injury or punishment against someone.,v00871405,threaten,v02697120,539,pose a threat to; present a danger to,different,1,NA
101,boast,To show off.,v00883226,brag,v00883226,160,show off,same,1,NA
101,boast,To show off.,v00883226,swash,n07344528,3,the movement or sound of water,different,0,NA
101,boast,To show off.,v00883226,tout,v00971460,113,advertize in strongly positive terms,different,0,NA
101,boast,To show off.,v00883226,boast,v02631659,244,wear or display in an ostentatious or proud manner,different,0,NA
101,boast,To show off.,v00883226,vaunt,v00883226,2,show off,same,1,NA
101,boast,To show off.,v00883226,gasconade,NA,NA,NA,different,0,NA
101,boast,To show off.,v00883226,bluster,n06889591,16,a swaggering show of courage,different,0,NA
101,boast,To show off.,v00883226,gas,n14877585,781,a fluid in the gaseous state having neither independent shape nor volume and being able to expand indefinitely,different,0,NA
101,boast,To show off.,v00883226,blow,v02769241,608,be blowing or storming,different,0,NA
1672,write,"To form (letters, words or symbols) on a surface in order to communicate.",v00993014,write,v01698271,4055,produce a literary work,different,1,NA
724,read,To look at and interpret letters or other information that is written.,v00625119,read,v00625119,6244,interpret something that is written or printed,same,1,NA
648,paper,"Felted or matted sheets of cellulose fibers, formed on a fine-wire screen from a dilute water suspension, and bonded together as the water is removed and the sheet is dried.",n14974264,paper,n14974264,3031,a material made of cellulose pulp derived mainly from wood or rags or certain grasses,same,1,NA
794,pen,"A utensil, usually tubular in form, containing ink used to write or make marks.",n03906997,pen,n03906997,588,a writing implement with a point from which ink flows,same,1,NA
963,book,"A collection of leaves of paper, parchment or other material, usually bound or fastened together within covers, containing writing of any type or blank pages for future inscription.",n06410904,book,n06410904,5137,a written work or composition that has been published (printed on pages bound together),same,1,NA
1045,poet,A person who writes poems.,n10444194,poet,n10444194,551,a writer of poems (the term is usually reserved for writers of good poetry),same,1,NA
777,flute,A musical instrument of the woodwind family.,n03372029,flute,n03372029,115,a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown,same,1,NA
908,drum,A percussion instrument consisting of at least one membrane that is stretched over a shell and struck directly with the player's hands or with a drumstick.,n03249569,membranophone,NA,NA,NA,different,0,NA
908,drum,A percussion instrument consisting of at least one membrane that is stretched over a shell and struck directly with the player's hands or with a drumstick.,n03249569,tympan,NA,NA,NA,different,0,NA
908,drum,A percussion instrument consisting of at least one membrane that is stretched over a shell and struck directly with the player's hands or with a drumstick.,n03249569,drum,n03249569,309,a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end,same,1,NA
2136,brass instrument (horn or trumpet),"Any musical instrument that is a member of the brass family of musical instruments, usually a horn or a trumpet.",n03110669,trumpet,n03110669,129,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,same,1,NA
2136,brass instrument (horn or trumpet),"Any musical instrument that is a member of the brass family of musical instruments, usually a horn or a trumpet.",n03110669,horn,n03537085,179,a noisemaker (as at parties or games) that makes a loud noise when you blow through it,different,0,NA
2136,brass instrument (horn or trumpet),"Any musical instrument that is a member of the brass family of musical instruments, usually a horn or a trumpet.",n03110669,trump,v01109259,62,get the better of,different,0,NA
2136,brass instrument (horn or trumpet),"Any musical instrument that is a member of the brass family of musical instruments, usually a horn or a trumpet.",n03110669,cornet,n03110669,6,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,same,1,NA
300,rattle,A wooden instrument that makes a loud knocking noise [used by people watching football games].,n04056289,rattle,v02175057,321,make short successive sounds,different,1,NA
1300,country,"A political entity asserting authority over a geographical area, or the area itself. Can be same as or part of a state.",n08544813,state,n08654360,5019,the territory occupied by one of the constituent administrative districts of a nation,different,1,NA
1300,country,"A political entity asserting authority over a geographical area, or the area itself. Can be same as or part of a state.",n08544813,country,n08168978,3463,a politically organized body of people under a single government,different,1,NA
1300,country,"A political entity asserting authority over a geographical area, or the area itself. Can be same as or part of a state.",n08544813,land,n13250048,1211,the land on which real estate is located,different,0,NA
1391,town,"An area with residential districts, shops and amenities, and its own local government.",n08665504,town,n08665504,5641,an urban area with a fixed boundary that is smaller than a city,same,1,NA
930,village,"A group of houses and other buildings, such as a church, a school and some shops, which is smaller than a town, usually in the countryside.",n08672738,hamlet,n08226978,43,a community of people smaller than a village,different,1,NA
930,village,"A group of houses and other buildings, such as a church, a school and some shops, which is smaller than a town, usually in the countryside.",n08672738,village,n08226699,1407,a community of people smaller than a town,different,1,NA
1010,boundary,The dividing line or location between two areas.,n13903079,boundary,n08512259,400,the line or plane indicating the limit or extent of something,different,1,NA
1010,boundary,The dividing line or location between two areas.,n13903079,bound,v01963942,140,move forward by leaps and bounds,different,0,NA
1010,boundary,The dividing line or location between two areas.,n13903079,edge,n08565701,2289,the boundary of a surface,different,0,NA
789,people,"A group of persons forming or belonging to a particular nation, class, ethnic group, country, family, etc.",n08160276,citizenry,n08160276,53,the body of citizens of a state or country,same,1,NA
789,people,"A group of persons forming or belonging to a particular nation, class, ethnic group, country, family, etc.",n08160276,people,n07942152,25371,(plural) any group of human beings (men or women or children) collectively,different,1,NA
302,clan,Extended family.,n07969695,clan,n07969695,330,group of people related by blood or marriage,same,1,NA
302,clan,Extended family.,n07969695,tribe,n08372411,500,a social division of (usually preliterate) people,different,0,NA
302,clan,Extended family.,n07969695,kin,n10236304,70,a person having kinship with another or others,different,0,NA
302,clan,Extended family.,n07969695,kindred,NA,NA,NA,different,0,NA
301,chieftain,The leader/ruler of a tribe/clan.,n10164025,chief,s01277426,1109,most important element,different,0,NA
